11,3/20/2011 2:00:55,not mentioned,not shown (posted March 20th),Sueddeutsche,"The Headline of the page says ""Chaotic and incompetent"" (chaotic and incompetent).The interview is recorded with skype and looks just like a chat between friends, very unprofessional to be posted somwehere ina newspaper. The German girl is asking a Japanese girl (both around 20-25?) questions like ""How is your economy at the moment?"" and I just believe the JP girl is not the right one to address and might not know an exact answer. Furthermore the Japanese girl shows her stock of food and is telling the information from the government is confusing - the reaction of the German girl is a nod with a smile which could be read like ""Yeah, WE know about that very well"" (just my interpretation maybe). All in all it would be good enough for a highschool paper but not for a major German newspaper. ",7,http://www.sueddeutsche.de/video/10996.html
12,3/20/2011 3:28:34,Kurt Nimmo,11/3/2011,http://www.infowars.com,"Comparing Fukushima to Chernobyl;Fear-Mongering Headline ""Japanese Nuclear Meltdown Would Be Hundreds of Times Worse Than Chernobyl"" with no supporting evidence;Grotesque factual errors: ""The 480-megawatt Fukushima Daiichi nuclear power plant is a hundred times more powerful than the ill-fated reactor at the Chernobyl plant in Ukraine.""  In fact Chernobyl reactors were 1000 MWe while Reactor 1 at FukuShima Daiichi is 480 MWe, less than half Chernobyl's power.",10,http://www.infowars.com/japanese-nuclear-meltdown-would-be-hundreds-of-times-worse-than-chernobyl/
13,3/20/2011 3:48:40,Mike Adams,18-03-2011,naturalnews.com,"Conspiracy theory: Headline - ""Mainstream media halts accurate reporting on Japan's worsening nuclear catastrophe; disinfo campaign now underway.""Grotesque factual errors: ""the really dangerous plutonium MOX fuel is stored. It's 2,000,000 times more toxic than enriched uranium""  In reality ALL used or spent nuclear fuel has plutonium (see ""A Summary on Plutonium in Nuclear Fuel"" from MIT Nuclear Science and Engineering blog, http://mitnse.com/2011/03/17/a-summary-on-plutonium-in-nuclear-fuel/Grotesque factual errors and potential libel: ""General Electric, which manufactured the reactors in the Fukushima power plant, experienced huge stock losses over the last few days. ""  GE closed Friday at $19.25, up $0.03, 52-week high $21.65, 52 week low $13.75, down about $1 since quake on 3/11, (stock rose on 3/11)",10,http://www.naturalnews.com/031748_mainstream_media_nuclear_catastrophe.html
14,3/20/2011 3:59:59,Yoko Nishikawa,19-03-2011,Reuters,"The article reports a very minute amount of radioactive iodine in Tokyo water. The detected quantity represents 0.5% of the allowable limit. Despite the obvious contribution to shameful sensationalism, the journalist failed to outline the nature of water supply systems and the fact that there is a considerable time lag between collection and distribution: the quake was 8 days ago ... how long does it take water from the catchment to get (1) into storage, (2) through processing, (3) to monitoring, and (4) to households. ",6,http://www.reuters.com/article/2011/03/19/us-japan-water-idUSTRE72I29J20110319
15,3/20/2011 4:00:32,"NORIHIKO SHIROUZU, PHRED DVORAK, YUKA HAYASHI and ANDREW MORSE",19-03-2011,Wall Street Journal,"Credulous reporting of the opinion of one low-level government bureaucrat as fact, no effort to check story, quoting anonymous ""government officials""""Tepco ""hesitated because it tried to protect its assets,"" said Akira Omoto, a former Tepco executive and a member of the Japan Atomic Energy Commission.""  No confirmation that Omoto was included in the decision process and has a basis for this conjecture.""""This disaster is 60% man-made,"" said one government official. ""  No attribution, no reason given for granting anonymity, no acknowledgment of the unprecedented energy of the earthquake and its effects on both reactors and Japanese infrastructure.",5,http://online.wsj.com/article/SB10001424052748704608504576207912642629904.html
16,3/20/2011 4:05:56,Chisa Fujioka and Elaine Lies,11/3/2011,The West Australian,"Absolutely ridiculous body count (5 or 6, depending on whether you read just the headline -5, or the second paragraph - 6).  Why make a claim about 'at least x' dead if you HAVE NO CLUE?  This is only a few hours after the quake, which they describe as follows:""The biggest earthquake to hit Japan in 140 years struck the northeast coast on Friday, triggering a 10-metre tsunami that swept away everything in its path, including houses, cars and farm buildings on fire.""Do you think such a huge event is going to wipe out more that 5 people?  So why put it in the headline?  Ridiculous and insulting.",7,http://au.news.yahoo.com/thewest/a/-/world/8996832/huge-tsunami-slams-japan-after-8-9-quake-at-least-5-dead/
17,3/20/2011 4:57:33,Lauren Frayer,18-03-2011,AolNews,"Constant comparisons to Chernobyl, stating Fukushima is to be buried in sand and concrete as an immediate reality, commenters also driving the hysteria to a level 10 in offense.",9,http://www.aolnews.com/2011/03/18/if-cooling-fails-japan-may-bury-fukushima-nuclear-plant/
18,3/20/2011 5:11:22,Unknown,19-3-2011,Spiegel online,"The Headline of the Newsticker tells: ""In Lebensmitteln aus Fukushima wurde erhöhte Radioaktivität nachgewiesen, auch das Trinkwasser ist verseucht.""It's just a little piece on a site that so far done well. It means that Food from Fukushima is found radioactive and Water contaminated too. The german word ""verseucht"" is a strong word, that has no differenciation. The fact is, that the radiation found in the water is minimum. Much less the value for baby-food in Germany.",2,"http://www.spiegel.de/panorama/0,1518,751914,00.html#ref=top"
19,3/20/2011 7:09:30,Steve Mirsky,17/03/2011,Scientific American,"""Radioactive waste dump for years to come."" and ""This is going to be like Chernobyl."" Scientific American joins the ranks of popular journalism. Added offence severity points for retaining the word 'scientific' in their name.",7,http://www.scientificamerican.com/podcast/episode.cfm?id=fukushima-will-be-wasteland-11-03-17
20,3/20/2011 7:35:43,Fox News Neil Cavuto,3/14/2011,Fox News' Your World With Neil Cavuto,failed to do basic fact checking and showed a map with two nuclear reactors located in Tokyo which don't exist,5,http://mediamatters.org/blog/201103140036?sms_ss=facebook&at_xt=4d84088d20552601%2C0
21,3/20/2011 8:00:00,no byline given,April 1 edition,Shukan Post,"Fear-mongering, slander, gross exaggeration, unsited sources: Headline: Naoto Kan issues threat to nuclear plant staff: ""die from exposure"" 7 days of a ruined nation.原発職員は「被曝して死ね」と恫喝した菅直人「亡国の７日間」",10,http://www.weeklypost.com/110401jp/index.html
22,3/20/2011 8:14:11,Kyodo news - no byline given,3/20/2011,Japan Today,"""Traces of radioactive iodine found in tap water in Tokyo, other areas""- headline may unnecessary cause fear and panic over something already deemed not a health risk. ",4,http://www.japantoday.com/category/national/view/traces-of-radioactive-iodine-found-in-tap-water-in-tokyo-other-areas
23,3/20/2011 8:28:41,Channel 4 (UK),17-03-2011,Channel 4 (web with video),"Incorrect description on the explosion at the Fukushima nuclear plant -- it gives an impression that the reactor itself exploded. By publishing a photo of anti-nuclear power plant demonstrators in a different country (presumably in Philippines?), this page mixes report on the accident at Fukushima and the anti-nuclear power plant activity which is not related to this news.  ",4,http://www.channel4.com/news/japanese-nuclear-crisis-an-issue-of-trust
24,3/20/2011 9:26:30,Ann Coulter,18-03-2011,FOX NEW O'Reilly Factor,"nn Coulter appeared on Thursday's ""O'Reilly Factor"" to advance an argument that she made in a column this week: that radiation is ""good for you.""There has been a high degree of concern about the levels of radiation being released into the environment due to the crisis at the Fukushima nuclear power plant in Japan. But, in a column called ""A Glowing Report On Radiation,"" Coulter said that many scientists have been studying the effects of radiation and have found that, as she put it,"" at some level--much higher than the minimums set by the U.S. government--radiation is good for you,"" and actually reduced the risk of cancer.She repeated this assertion to a skeptical Bill O'Reilly, who told her that, even if there was scientific discussion going on about the effects of radiation, it was the media's job to be ""responsible"" and ""err on the side of caution"" about radiation. ""You have to report the worst-case scenario,"" he said, adding that there is a clear scientific consensus that ""some radiation will kill you.""Coulter said she disagreed, and said that the scientific consensus has changed, but that the media are not reporting it.""So by your account we should all be heading towards the nuclear reactor,"" O'Reilly said.",10,http://www.huffingtonpost.com/2011/03/18/ann-coulter-radiation-is-_n_837512.html
25,3/20/2011 11:07:35,Bill O'Reil & FOX news,13-3-2011,almost all FOX broadcasting,"Fox has been using the word ""nuke"" instead of nuclear.  They constantly called the nuclear facilities ""nuke plants"" which gives a much worse connotation.  If you google: fox Japan nuke, you can find tons of stuff.  It was their standard practice to use the word nuke instead of nuclearAlso, when it was being reported about the possible meltdown, FOX kept using the word ""likely""  -Nuke Plants Likely to Meltdown.",7,http://video.foxnews.com/v/4584319/meltdown-likely-underway-in-three-japanese-reactors-/http://www.foxnewsinsider.com/2011/03/12/rpt-japan-evacuating-170000-people-from-near-nuke-plant/
26,3/20/2011 11:56:52,Verena Wolff,18-03-2011,Sueddeutsche Zeitung (online),"The article is implying that the Japanese protection suits are mere paper and that they are hence not strong enough to protect them from the ""Hiroshima dosis"" as it is mentioned in the article. The reason why the author is suggesting this is that German makers are world-leading (according to the author) and Japanese nuclear plants do not purchase their suits from German companies.The article is implying Japanese rescue workers are stupid, wearing suits that are too thin.Another of these totally arrogant German articles showing that the Germans know sooo much better about everything regarding Fukushima - and actually seem not to care about the thousands that have died already or who are homeless. So embarassing to be German these days.",8,http://www.sueddeutsche.de/wirtschaft/japan-schutzanzuege-fuer-akw-arbeiter-das-ist-wie-ein-mal-hiroshima-1.1073691
27,3/20/2011 13:35:00,Marnie Hunter,17-03-2011,CNN,"A seemingly accurate report of a normal incident that occurs hundreds of thousands of times a year: low-level radiation detected on plane a plane due to medical isotopes being transported in the cargo hold. It's not news-worthy. There was no reason for this article to have been written at all, other than that it allowed them to stick on a scary-sounding headline.",9,http://articles.cnn.com/2011-03-17/travel/japan.flights.radiation_1_radiation-cargo-cbp?_s=PM:TRAVEL
28,3/20/2011 13:38:42,Ryan Parry,19-03-2011,Mirror (UK),Gross use of spin words and obvious lack of scientific background knowledge in what seems like a rapidly assembled and unverified meta-synthesis of many current and less current stories around the events in Japan.,7,http://www.mirror.co.uk/news/top-stories/2011/03/19/japan-raises-nuclear-threat-level-as-radiation-cloud-heads-for-britain-115875-22999795/
29,3/20/2011 16:14:30,Rowan Callick,18-03-2011,The Australian,An odd mix of over the top scaremongering with some comments about Japan corporate culture that borders on being racist. Even manages to make a comparison between Japanese companies and Japan's Imperial Army during WW2.,8,http://www.theaustralian.com.au/japan-inc-exposed-by-nuclear-fallout/story-fn84naht-1226023577389
30,3/20/2011 17:46:38, KEN BELSON and HIROKO TABUCHI,19-03-2011,New York Times,"Article with alarmist headline (""Japan Finds Tainted Food Up to 90 Miles From Nuclear Sites""). Later in the article it mentions that the ""level of radioactivity found in the spinach would, if consumed for a year, equal the radiation received in a single CAT scan ... while that detected in milk would amount to just a fraction of a CAT scan."" Clearly nothing to worry about.",9,http://www.nytimes.com/2011/03/20/world/asia/20japan.html
31,3/20/2011 18:05:04,not mentioned,28-3-2011,AERA,"The articles are not public yet (The magazine starts selling next Monday). The advertisement and the front page picture imply, ""we need to get ready for coming radioactivity"",""Tokyo will be dangerous"", ''TEPCO lost control over its organization''and  ''Japanese economy will be devastated"" It seems  they intentionally spread fears and cash in on the current situation. ",10,http://publications.asahi.com/aera/nakazuri/image/20110328.jpg?PHPSESSID=3e95sief67o5p17fn249mugp81http://publications.asahi.com/ecs/detail/?item_id=12467
32,3/20/2011 18:47:51,Leila Fujimori,17-03-2011,Honolulu Star-Advertiser,"I wonder just what part of Japan the reporter was actually writing about.  The fears of the mother and daughter were heart-wrenching but I don't know about the location.  I am not sure if the reporter got the name of the place wrong but Nagano has not been affected by blackouts, kids were going about their school activities, people were going to work...life was going on as usual.  I saw four cars waiting for gas one day but there weren't the long lines suggested by the article.  Yes, it snowed a few nights but turning on the heat took care of that.  Contrast this article with the wonderful article out of Canada about a sledge hockey team in Nagano at the time of the quake http://www.bclocalnews.com/kootenay_rockies/traildailytimes/sports/118202624.htmlYet another instance of taking an interview subject's words as fact; somewhat uninformed and bordering on racist generalization about the Japanese; assertion that the Japanese are ""playing down"" the severity of the reactor problems and concentrating on (god forbid) the quake a tsunami.",7,http://www.staradvertiser.com/news/breaking/118224939.html
33,3/20/2011 18:58:28,Ben Doherty,18/03/2011,Sydney Morning Herald,"Gathers the opinions of people at Narita airport, fleeing in a panic, and let's their claims about the state of the city of Tokyo stand as fact. One woman from New Zealand had given away all the clothes she couldn't carry. A Japanese woman claims ''You can't use transport, people are hoarding so there's nothing on supermarket shelves, and the power keeps going off four hours at a time. Japan is chaos now.''Says of one person at the airport, ""Having endured the devastating 9.0 magnitude earthquake..."" with no clarification that Tokyo was very far from the epicenter and thus not greatly affected.Direct quote: ""Outside the airport, Tokyo is a city barely functioning. The famously efficient public transport system is severely disrupted. Power is unavailable for hours at a time. Supermarket shelves are empty, and petrol is almost completely unavailable."" All gross overstatements.",8,http://www.smh.com.au/environment/rush-hour-approaches-crush-hour-in-a-city-where-the-only-way-is-out-20110317-1bz4i.html
34,3/20/2011 20:22:08,Susie Boniface ,20-03  2011,Sunday Mirror ,"everything they have written are not based on the facts, they said, experts!what kind of experts do  they have!?  some radioactive substances are found especially on spinach. but, it`s still a bit higher  than Japan`s standard  level.  that level of radioactive substances are found everywhere! they need to take a responsibility for these comments. one expert says fukushima plant accident is going to be worse than the Chernobyl power plant.  i can`t believed that these are written by a professional journalist and nuke experts.  everything they have written are based on a malicious speculations and ignorance. ",9,http://www.mirror.co.uk/news/top-stories/2011/03/20/food-and-water-poisoned-by-japanese-nuclear-leak-as-expert-warns-more-could-die-than-in-chernobyl-115875-23001856/
35,3/20/2011 20:53:18,Chris Jansing,17-03-2011,MSNBC,"Hyperbole and selective reasoning for fear mongering purposes.  Note the catch phrase:  Like a Squirt Gun against a RAGING Forest Fire!""  ""Scientist"" is peddling his book.  He should lose his tenure at CUNY for fomenting fear and lacking academic decorum.  ",9,http://www.msnbc.msn.com/id/21134540/vp/42130567#42130567
36,3/20/2011 21:31:31,not signed,11/3/2011,http://www.corriere.it/esteri/11_marzo_15/nuove-esplosioni-fukushima-fascia-sicurezza_00294cf4-4ece-11e0-9fbe-81b04f5e425c.shtml,"The journalist states in the article that spent nuclear fuel stored in reactor number 4 may be in EBOLLITION. Infatti potrebbe essere addirittura in ebollizione il combustibile nucleare esaurito custodito nel bacino di stoccaggio presente all'interno del reattore numero quattrothis is clearly wrong, out of any possible scenario. evidently the article was not reviewd by any person with a minimal knowledge of physics.Moreover the article was written on 11 March. Back then it was not sure we had a partial meltdown. The paper evidently wants to stimulate the wave of public emotions and surf it.",8,""
37,3/20/2011 21:50:28,Henry Flores,"March 12,2011",La Prensa Grafica de El Salvador,He is referring to the nuclear accident with a picture of liquid gas container center that was in flames right after the earthquake. He wants to make it look so bad that he came up with a great idea to have some round containers in fire seem as nuclear reactors in trouble.  ,9,http://especiales.laprensagrafica.com/2011/terremotojapon/?p=214
38,3/20/2011 21:53:56,GIAMPAOLO VISETTI,20-03-2011,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/,"Fear monger.Sentences like: ""Today is a capital city in agony.""""The population of the metropolitan area, over 35 million people, notes that the life of one of the most important capitals of the world has already changed beyond recognition. The question is not when most will return to Tokyo to everyday business and lost, but if it will be possible. The collapse of the traffic and crowds on the street is impressive."""" Syndrome contaminated food left deserted restaurants and tenth who had devoted so far to hoard food. In Ginza, the shopping street, some street vendors are auctioned iodine tablets on the sidewalk, at exorbitant prices, as if they were drug dealers. To steal a single genre: the newspapers that information on the timing of the blackout. """"The packaged foods, as long as products until 11 March, are found and their price has gone up seven times""""Between Friday and Monday to escape from multinational companies, embassies, banks and administrative centers of industry, has caused panic among those who have no safe place to hide.""""The agony of Tokyo and the specter of a nuclear explosion, the sum is submerged by the tsunami catastrophe in the prefectures. The capital is under siege by thousands of eco-evacuated and tens of thousands of homeless people fled from cold, hunger and terror.""",9,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/
39,3/20/2011 22:10:57,headline,12/3/2011,Gold Coast Bulletin,"Headline of ""3/11 Nature's Terror Attack on Japan"". Fear mongering and insensitive reporting for a cheap thrill headline comparing the earthquake and tsunami in Japan to a terrorist attack and 9/11.",9,http://www.timog.com/sites/default/files/nihonzaru/gold-coast-bulletin.jpg
40,3/20/2011 22:12:08,GIAMPAOLO VISETTI,20-03-2011,La Repubblica.it,"TOKYO - Per otto giorni Tokyo è stata una metropoli spaventata ma in attesa di buone notizie. Oggi è una capitale in agonia. Si presenta come prossima al collasso e prevede il peggio. In poche ore la residua fiducia ha ceduto allo sconforto. L'esodo lento dei giorni scorsi ha assunto la dimensione della fuga. Oltre quattro milioni di abitanti hanno lasciato la città in treno, o ammassati in auto. Colletti bianchi, stranieri e famiglie con bambini cercano di raggiungere le località a sud del Kansai, per mettersi al riparo dal pericolo della nube atomica. Nella periferia nord di Tokyo arriva invece l'onda dei disperati che scappano da Fukushima e dalle città distrutte dallo tsunami. A far precipitare la situazione, l'innalzamento del livello di rischio nei reattori, nuove scosse di terremoto e la convinzione che il governo minimizzi una crisi fuori controllo. È scattato però anche il primo vero allarme-contaminazione. Il governo ha ammesso che tracce di iodio radioattivo sono state rinvenute nell'acqua potabile di Tokyo e delle aree vicine. Livelli anomali, ufficialmente sotto i limiti di legge e non immediatamente pericolosi per la salute, ma l'impatto pubblico della notizia è stato tremendo. Radioattivi anche il latte proveniente da Fukishima e alcune partite di spinaci prodotti nella prefettura di Ibaraki. Già in commercio, non si sa dove siano finiti. La popolazione dell'area metropolitana, oltre 35 milioni di individui, prende atto che la vita di una delle capitali più importanti del mondo è già irriconoscibile. La domanda non è più quando Tokyo tornerà al business e alla quotidianità smarrita, ma se ciò risulterà possibile. Il crollo del traffico e della folla per strada è impressionante.Pochi passanti, protetti da cappelli, ombrelli e mascherine, ignorano i centri commerciali del centro, in gran parte chiusi. La sindrome da alimenti contaminati lascia deserti i ristoranti e decima chi finora si era dedicato all'accaparramento di viveri. A Ginza, la via dello shopping, alcuni ambulanti mettono all'asta compresse di iodio sul marciapiede, a prezzi esorbitanti, come fossero spacciatori. A ruba un unico genere: i giornali che informano sugli orari dei black-out. Da tre giorni l'immondizia si accumula per le strade. I camion sono privi di benzina e gli inceneritori non possono sprecare elettricità. Solo il tempio di Senso-Ji, ad Asakusa, è affollato più del solito. La gente si raduna a pregare e a bruciare incenso. I cibi confezionati, purché prodotti prima dell'11 marzo, sono introvabili e il loro prezzo è salito di sette volte. Invenduti i generi freschi. Migliaia di taxi sostano in attesa di clienti già lontani, mentre le stazioni dei treni scoppiano di viaggiatori carichi di scatole e valigie. Molti distributori di carburante sono chiusi e quelli aperti non vendono più di dieci litri di benzina a testa, da portarsi via in una tanica. Il mercato immobiliare è impazzito. In una settimana il valore delle case a Tokyo è sceso del 30%, del 70% nella prefettura di Fukushima. A Osaka, Kyoto e Kobe è salito del 40%.Grattacieli con migliaia di uffici si svuotano nella capitale, mentre affittare lontano può superare i listini di Hong Kong. Tra venerdì e ieri la fuga di multinazionali, ambasciate, banche e centri amministrativi delle industrie, ha seminato il panico tra chi non ha un luogo sicuro dove rifugiarsi. Nel distretto finanziario migliaia di impiegati stanno sgomberando armadi e scrivanie, restituendo un'immagine da crack in Borsa. La capitale trasloca a Kyoto, come un tempo, oppure a portata dell'aeroporto internazionale di Osaka. A Tokyo i grandi alberghi chiudono, a sud è impossibile trovare una camera per settimane. La rabbia contro il governo è sempre meno trattenuta. ""Devono dire in anticipo cosa può succedere - dice Reiko Fukushima, direttore di un'importante catena di negozi - non confessare quanto è già avvenuto. Se la nube atomica investe Tokyo non possono pretendere che smettiamo di respirare"". Il premier Naoto Kan ha invitato invano l'opposizione di centrodestra a formare un direttorio di unità nazionale, per affrontare uniti l'emergenza più grave dalla fine della seconda guerra mondiale. All'agonia di Tokyo e allo spettro di un'esplosione nucleare, si somma l'ecatombe nelle prefetture sommerse dallo tsunami. La capitale è presa d'assalto da migliaia di eco-evacuati e da decine di migliaia di senza tetto fuggiti da gelo, fame e terrore. Volontari distribuiscono pasti, acqua e coperte. La folla dei disperati ha però bisogno di medicine, toilette, letti, di lavarsi e cambiare vestiti fradici. L'intero villaggio di Futunaba, vicino a Fukushima, ieri è stato trasferito a Saitanama, poco a nord di Tokyo, causando la sollevazione dei residenti. Secondo i medici l'emergenza igienico-sanitaria, con 800 mila persone costrette per ragioni diverse ad abbandonare case e ospedali, è prossima ad esplodere non solo nelle zone disastrate. Tragico il problema dello smaltimento delle vittime dello tsunami, fra 25 e 40 mila. I forni crematori non hanno energia e le bare finiscono in fosse comuni. In Giappone l'inumazione è una traumatica novità: l'ultima violenza di un incubo che sembra lontano dalla fine.",9,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/
41,3/20/2011 22:12:35,no name,16-3-2011,http://www.corriere.it/cronache/11_marzo_16/celentano_trappola_radiattiva_e30fc2d6-4fb0-11e0-acff-d18cea4068c4.shtml,"This is one of the national papers in Italy. In Italy there will be a referendum on nuclear power in a few months. In Italy, anti-nuclearists are gaining support after Fukushima., This is not bad in itself, apart form the very populist and poorly scientific arguments moved in favour of the anti-nuclearist community.For example, the paper publishes a letter against nuclear power. the letter was written by a very eminent 'expert': a comedian.His arguments are impressively populistic, eg nature is punishing us with tsunamis after nuclear experiments in the pacific, or half of the surface of the planet is already filled with nuclear waste...",9,""
42,3/20/2011 22:52:37,Giampaolo Visetti,20-03-2011,Repubblica,"Portrays Tokyo as ""a capital in agony"" (""una capitale in agonia""), which 4 million people are said to have left to escape the ""atomic cloud"" (""nube atomica""). Says that there is now a ""true contamination alarm"" (""vero allarme-contaminazione"") because the government ""has admitted"" (""ha ammesso"") that there are traces of radioactive iodine in water. While it does go on to say that the levels are under legal limits and harmless, it qualifies this statement with the word ""officially"" (""ufficialmente""). Throughout the article, the author appears to make skillful use of loaded words so as to imply more than it actually says. Details such as the fact that people wear masks (as they always do in Japan because of colds or pollen allergies) are used to suggest that people are scared of radiation. It says  that restaurants are empty because of the fear of ""contaminated foods"" (""alimenti contaminati""). Packed foods produced before 11 March are supposed to be sold at seven times the original price, the value of real estate in Tokyo is said to have fallen by 30%.  ""Anger against the goverment"" (""rabbia contro il governo"") is said to be rising. This last statement is supported by a quote from a single person, while other pieces of ""information"" are either unsourced or vaguely attributed. The whole article is basically a piece of apocalyptic fiction. ",9,http://www.repubblica.it/esteri/2011/03/20/news/tokyo_capitale_in_agonia-13852633/
43,3/20/2011 23:00:58,GIAMPAOLO VISETTI,18-03- 2011,Repubblica,Fear mongering,9,http://www.repubblica.it/esteri/2011/03/18/news/esodo_biblico-13751501/?ref=HRER3-1
